Asset ID,Asset Type,Floor,Zone,Installation Date,Manufacturer,Operational Time (hrs),Work Orders,Repairs,Last Serviced Date,Failure Probability,Failure_Probability,Predicted_Failure_Next_Month
679,ATM,1,Food Court,2021-03-24,Manufacturer_D,8543,4,0,2021-06-05,0.00047,7.699522104723317e-08,0
680,Vending Machine,2,Entertainment,2020-07-01,Manufacturer_D,8052,6,2,2022-07-27,0.00099,0.035681430729520555,0
681,Vending Machine,4,Electronics,2020-01-23,Manufacturer_B,6229,0,0,2022-01-22,0.0,7.152960467548426e-08,0
682,ATM,1,Fashion,2020-12-28,Manufacturer_D,3240,10,1,2023-05-13,0.0034,4.5439310369728795e-05,0
683,Information Board,3,Fashion,2021-08-23,Manufacturer_C,2585,6,3,2022-02-20,0.00348,0.9559939757021596,1
684,Information Board,3,Fashion,2020-02-01,Manufacturer_A,7179,8,4,2021-10-30,0.00167,0.9999430787264092,1
685,Kiosk,2,Fashion,2022-05-28,Manufacturer_D,8361,6,5,2023-03-02,0.00132,0.9999999215318834,1
686,Vending Machine,1,Entertainment,2020-01-12,Manufacturer_B,2310,8,4,2023-05-19,0.00519,0.9999335405379123,1
687,Water Fountain,4,Fashion,2021-07-29,Manufacturer_A,5615,8,2,2023-02-16,0.00178,0.033107191003113254,0
688,Kiosk,4,Food Court,2021-01-05,Manufacturer_A,3847,3,4,2023-06-12,0.00182,0.9999367125091959,1
689,Escalator,4,Fashion,2021-10-17,Manufacturer_D,219,5,3,2022-07-24,0.03653,0.9527157114146114,1
690,Escalator,3,Electronics,2020-08-20,Manufacturer_C,7991,0,1,2022-02-16,0.00013,5.285476969047781e-05,0
691,Escalator,3,Parking,2019-05-25,Manufacturer_B,8661,6,1,2021-01-21,0.00081,5.399364496037835e-05,0
692,Kiosk,2,Food Court,2018-12-15,Manufacturer_C,1613,2,3,2021-09-30,0.0031,0.9546742913804928,1
693,Information Board,5,Parking,2021-09-16,Manufacturer_A,7258,5,4,2023-05-28,0.00124,0.9999432216270621,1
694,Information Board,1,Fashion,2023-03-10,Manufacturer_C,3820,4,2,2023-07-23,0.00157,0.03132676804663667,0
695,Automatic Door,1,Electronics,2019-10-29,Manufacturer_D,9871,4,3,2023-08-20,0.00071,0.9647793565665396,1
696,Automatic Door,4,Food Court,2020-06-20,Manufacturer_D,7817,4,2,2021-04-15,0.00077,0.03542502585702686,0
697,Water Fountain,2,Electronics,2022-03-20,Manufacturer_B,7565,3,0,2023-02-26,0.0004,7.463601766041803e-08,0
698,Elevator,3,Electronics,2020-07-30,Manufacturer_D,1630,10,2,2022-07-14,0.00736,0.02927979372368655,0
699,Water Fountain,4,Entertainment,2020-10-05,Manufacturer_C,1179,9,2,2022-05-15,0.00933,0.0288746489564049,0
700,Information Board,2,Fashion,2020-07-06,Manufacturer_B,3750,0,0,2021-09-10,0.0,6.61039922374401e-08,0
701,ATM,5,Entertainment,2020-10-03,Manufacturer_C,536,5,4,2023-05-26,0.01679,0.9999296813295092,1
702,Information Board,2,Fashion,2020-04-24,Manufacturer_C,8663,4,2,2022-08-28,0.00069,0.03635647374510193,0
703,Information Board,3,Fashion,2022-02-03,Manufacturer_A,6235,2,5,2023-02-01,0.00112,0.999999916039863,1
704,Kiosk,1,Fashion,2021-06-22,Manufacturer_D,8758,6,3,2022-08-18,0.00103,0.9635559087530464,1
705,Escalator,1,Fashion,2020-05-04,Manufacturer_B,885,4,2,2023-02-12,0.00678,0.028613475413271323,0
706,Kiosk,3,Food Court,2023-08-27,Manufacturer_C,7888,8,2,2023-09-04,0.00127,0.035502305181904115,0
707,Automatic Door,1,Fashion,2022-04-02,Manufacturer_A,9686,1,3,2022-11-28,0.00041,0.9645787761385821,1
708,Automatic Door,4,Food Court,2021-03-11,Manufacturer_A,5142,4,0,2021-07-19,0.00078,6.909779770225105e-08,0
709,ATM,1,Entertainment,2019-08-22,Manufacturer_C,1682,1,4,2020-09-26,0.00297,0.9999321992054386,1
710,Escalator,5,Electronics,2021-03-31,Manufacturer_B,1099,4,1,2021-10-31,0.00455,4.244688541031111e-05,0
711,Vending Machine,1,Food Court,2019-07-16,Manufacturer_B,3520,1,4,2020-10-04,0.00142,0.9999360505942325,1
712,Automatic Door,3,Fashion,2023-07-17,Manufacturer_C,4126,2,2,2023-08-27,0.00097,0.03162359286734266,0
713,Escalator,5,Food Court,2019-05-04,Manufacturer_D,3982,10,3,2020-03-17,0.00326,0.9578266332542786,1
714,Water Fountain,4,Entertainment,2019-03-20,Manufacturer_B,8693,5,5,2022-01-17,0.00115,0.9999999223564815,1
715,Elevator,1,Fashion,2023-01-31,Manufacturer_B,530,8,5,2023-05-20,0.02453,0.9999998993271294,1
716,Kiosk,1,Parking,2021-10-24,Manufacturer_A,7558,3,2,2022-01-26,0.00066,0.035144491040934686,0
717,Automatic Door,3,Fashion,2021-07-12,Manufacturer_B,9063,6,0,2021-12-15,0.00066,7.827982124286205e-08,0
718,Water Fountain,4,Electronics,2019-07-25,Manufacturer_C,5388,1,4,2020-05-03,0.00093,0.9999397407679105,1
719,Water Fountain,5,Entertainment,2023-03-13,Manufacturer_D,5136,1,5,2023-03-14,0.00117,0.9999999130518014,1
720,Information Board,5,Fashion,2022-02-22,Manufacturer_D,6084,0,5,2023-04-28,0.00082,0.9999999156354766,1
721,Information Board,2,Entertainment,2023-01-31,Manufacturer_A,5084,4,5,2023-08-13,0.00177,0.9999999129078134,1
722,Water Fountain,1,Fashion,2020-09-22,Manufacturer_A,2527,2,4,2022-01-12,0.00237,0.9999339978285153,1
723,Water Fountain,4,Entertainment,2022-12-12,Manufacturer_C,6562,5,2,2023-05-21,0.00107,0.034085494962079084,0
724,Vending Machine,5,Parking,2022-05-02,Manufacturer_B,9744,7,3,2023-07-31,0.00103,0.9646417789379149,1
725,ATM,3,Electronics,2019-10-18,Manufacturer_D,822,8,0,2020-12-28,0.00973,6.022331674247381e-08,0
726,ATM,2,Entertainment,2020-12-31,Manufacturer_C,3493,4,1,2023-01-10,0.00143,4.580657964632491e-05,0
727,Elevator,5,Entertainment,2022-01-11,Manufacturer_A,4647,8,2,2022-06-06,0.00215,0.0321352410586068,0
728,ATM,5,Entertainment,2021-08-19,Manufacturer_B,7518,7,3,2022-09-11,0.00133,0.962144709655746,1
729,Information Board,3,Electronics,2019-06-05,Manufacturer_C,1628,1,3,2021-02-13,0.00246,0.9546949404156411,1
730,ATM,3,Entertainment,2021-07-27,Manufacturer_A,3792,8,3,2023-04-29,0.0029,0.9575817358691231,1
731,Vending Machine,1,Parking,2021-09-02,Manufacturer_A,5713,4,4,2022-03-16,0.0014,0.9999403606945039,1
732,Automatic Door,4,Fashion,2023-09-02,Manufacturer_C,4739,8,5,2023-09-06,0.00274,0.9999999119464509,1
733,Elevator,5,Electronics,2022-10-11,Manufacturer_C,7774,10,0,2023-07-23,0.00129,7.51340328112819e-08,0
734,Elevator,4,Parking,2020-01-15,Manufacturer_C,8003,6,1,2022-02-17,0.00087,5.28749546697351e-05,0
735,Escalator,1,Fashion,2023-08-23,Manufacturer_D,3972,8,2,2023-08-25,0.00252,0.031473871929242815,0
736,Vending Machine,1,Electronics,2020-05-07,Manufacturer_B,8716,10,1,2021-02-24,0.00126,5.4088217457014656e-05,0
737,Kiosk,3,Electronics,2020-08-13,Manufacturer_C,3174,1,1,2021-11-26,0.00063,4.534398622058574e-05,0
738,Information Board,4,Parking,2020-11-25,Manufacturer_D,1466,5,4,2023-02-19,0.00614,0.9999317316262746,1
739,Information Board,3,Parking,2021-10-28,Manufacturer_A,6682,9,4,2022-05-07,0.00195,0.9999421714336704,1
740,ATM,5,Food Court,2021-10-08,Manufacturer_A,9134,9,2,2022-02-14,0.0012,0.03688521372721704,0
741,Information Board,1,Entertainment,2021-06-23,Manufacturer_B,5160,2,0,2021-07-24,0.00039,6.913738574062899e-08,0
742,ATM,2,Electronics,2023-06-30,Manufacturer_B,3425,8,1,2023-09-05,0.00263,4.570757625413167e-05,0
743,Information Board,2,Electronics,2020-07-11,Manufacturer_D,7258,8,3,2021-04-28,0.00152,0.9618422242385034,1
744,Kiosk,3,Entertainment,2023-03-20,Manufacturer_A,2668,6,3,2023-04-24,0.00337,0.9561049507495527,1
745,Elevator,3,Parking,2023-07-14,Manufacturer_B,220,8,3,2023-09-10,0.05,0.9527171448458086,1
746,Vending Machine,5,Fashion,2021-06-30,Manufacturer_D,7258,10,5,2023-01-02,0.00207,0.999999918728934,1
747,Information Board,4,Parking,2019-09-10,Manufacturer_D,5660,6,4,2020-08-24,0.00177,0.9999402600357181,1
748,Automatic Door,1,Parking,2021-03-18,Manufacturer_A,2937,6,2,2023-02-13,0.00272,0.030485282480492135,0
749,Escalator,5,Entertainment,2023-06-07,Manufacturer_C,2826,4,5,2023-08-31,0.00318,0.9999999064199537,1
750,Kiosk,3,Entertainment,2022-04-09,Manufacturer_A,4487,5,3,2023-08-06,0.00178,0.9584709906764044,1
751,Automatic Door,3,Entertainment,2023-07-24,Manufacturer_B,7288,0,0,2023-07-27,0.0,7.398105197819897e-08,0
752,Escalator,2,Food Court,2022-11-23,Manufacturer_D,4700,7,2,2023-02-25,0.00191,0.032187736034253685,0
753,Information Board,2,Parking,2018-09-25,Manufacturer_D,642,3,4,2020-04-04,0.0109,0.999929918094116,1
754,Information Board,2,Entertainment,2019-05-09,Manufacturer_C,1090,8,3,2020-03-24,0.01009,0.9539486985186413,1
755,Automatic Door,4,Food Court,2021-04-18,Manufacturer_B,2697,4,3,2021-12-13,0.0026,0.9561436621823719,1
756,ATM,5,Entertainment,2018-10-07,Manufacturer_C,970,6,0,2021-08-11,0.00619,6.050760067439082e-08,0
757,Information Board,1,Parking,2021-05-13,Manufacturer_B,9771,6,1,2021-10-11,0.00072,5.593469423986412e-05,0
758,Kiosk,5,Fashion,2018-10-16,Manufacturer_C,8094,7,1,2020-07-01,0.00099,5.3028275168490385e-05,0
759,Water Fountain,2,Entertainment,2021-03-16,Manufacturer_A,2309,5,1,2023-03-09,0.0026,4.4112990869042626e-05,0
760,Water Fountain,4,Fashion,2023-08-14,Manufacturer_C,4609,4,2,2023-08-25,0.0013,0.032097654108969066,0
761,Kiosk,4,Food Court,2021-05-16,Manufacturer_D,5348,10,0,2022-10-31,0.00187,6.955221880057738e-08,0
762,Automatic Door,1,Electronics,2019-02-13,Manufacturer_D,5996,7,1,2020-02-23,0.00133,4.960392220776744e-05,0
763,Water Fountain,1,Entertainment,2023-03-08,Manufacturer_D,8857,0,4,2023-08-17,0.00045,0.9999460381233132,1
764,Vending Machine,1,Electronics,2023-06-04,Manufacturer_D,917,1,4,2023-07-19,0.00545,0.9999305286319399,1
765,Escalator,1,Entertainment,2022-01-24,Manufacturer_C,9545,8,5,2023-02-18,0.00136,0.9999999244331822,1
766,Automatic Door,4,Parking,2022-05-04,Manufacturer_B,5249,8,4,2023-09-10,0.00229,0.9999394736667185,1
767,Water Fountain,5,Entertainment,2020-07-01,Manufacturer_A,9551,10,3,2021-09-21,0.00136,0.9644317126463158,1
768,Automatic Door,2,Food Court,2021-04-07,Manufacturer_C,9655,10,4,2022-06-05,0.00145,0.9999473910297462,1
769,ATM,3,Fashion,2022-03-14,Manufacturer_A,7013,5,4,2023-09-05,0.00128,0.9999427772812762,1
770,Escalator,2,Food Court,2020-01-02,Manufacturer_D,1126,6,1,2020-06-13,0.00622,4.248336757828756e-05,0
771,Water Fountain,2,Parking,2020-10-10,Manufacturer_A,9685,5,3,2020-11-19,0.00083,0.9645776889356709,1
772,Information Board,4,Food Court,2023-03-13,Manufacturer_D,2726,2,5,2023-07-13,0.00257,0.9999999061217059,1
773,Vending Machine,3,Fashion,2021-02-17,Manufacturer_A,2985,5,1,2022-04-14,0.00201,4.5072117292618826e-05,0
774,Kiosk,3,Fashion,2020-08-05,Manufacturer_D,4937,7,0,2023-06-20,0.00142,6.864852995005605e-08,0
775,Information Board,1,Parking,2020-07-13,Manufacturer_A,2123,7,3,2023-08-19,0.00471,0.9553713523234086,1
776,ATM,3,Food Court,2020-09-19,Manufacturer_A,9634,4,3,2023-08-02,0.00073,0.9645221989440967,1
777,Elevator,3,Fashion,2021-12-06,Manufacturer_B,7261,9,4,2022-05-03,0.00179,0.9999432270465934,1
778,Kiosk,3,Electronics,2021-10-09,Manufacturer_C,411,3,1,2022-09-16,0.00973,4.1527761691019954e-05,0
779,Kiosk,2,Parking,2022-01-11,Manufacturer_A,7549,4,1,2022-03-21,0.00066,5.211663392799904e-05,0
780,Information Board,1,Electronics,2020-03-11,Manufacturer_B,9401,6,4,2020-10-28,0.00106,0.9999469641263165,1
781,Escalator,5,Fashion,2019-01-22,Manufacturer_A,9001,1,1,2022-01-13,0.00022,5.4580934392426716e-05,0
782,Automatic Door,4,Entertainment,2021-01-20,Manufacturer_A,5236,5,4,2023-08-24,0.00172,0.9999394486255744,1
783,Kiosk,4,Entertainment,2020-03-21,Manufacturer_B,9637,3,4,2022-08-28,0.00073,0.9999473608901973,1
784,ATM,3,Entertainment,2023-05-07,Manufacturer_A,9689,10,4,2023-08-04,0.00144,0.9999474479129316,1
785,Information Board,2,Electronics,2021-06-16,Manufacturer_C,4226,4,5,2023-04-14,0.00213,0.9999999104972901,1
786,Kiosk,2,Entertainment,2023-06-29,Manufacturer_C,4650,8,1,2023-08-18,0.00194,4.752433977864729e-05,0
787,Water Fountain,1,Fashion,2021-12-04,Manufacturer_C,1439,3,1,2023-03-05,0.00278,4.290858600923174e-05,0
788,Water Fountain,2,Electronics,2021-09-22,Manufacturer_A,6238,6,0,2023-05-28,0.00096,7.15500923852686e-08,0
789,Escalator,4,Electronics,2019-02-13,Manufacturer_D,70,3,5,2019-02-13,0.11429,0.9999998978427138,1
790,Automatic Door,2,Food Court,2023-05-26,Manufacturer_C,4953,8,2,2023-07-28,0.00202,0.032439469721437936,0
791,Information Board,3,Fashion,2020-01-25,Manufacturer_B,2416,10,4,2022-10-29,0.00579,0.9999337643093351,1
792,Information Board,1,Electronics,2021-05-31,Manufacturer_A,8917,1,0,2021-09-15,0.00011,7.791699628961915e-08,0
793,ATM,5,Electronics,2023-05-02,Manufacturer_D,3881,6,3,2023-08-03,0.00232,0.9576966197134199,1
794,Water Fountain,2,Fashion,2023-01-22,Manufacturer_B,6764,6,4,2023-07-31,0.00148,0.9999423221178577,1
795,Escalator,1,Fashion,2022-04-15,Manufacturer_D,7248,6,2,2022-10-12,0.0011,0.034811529737667365,0
796,Kiosk,2,Fashion,2022-01-22,Manufacturer_B,9362,9,5,2022-03-29,0.0015,0.9999999239918658,1
797,ATM,5,Food Court,2019-12-28,Manufacturer_C,1974,2,1,2022-12-18,0.00152,4.364527447283137e-05,0
798,Automatic Door,2,Entertainment,2022-07-14,Manufacturer_D,4478,3,1,2023-05-15,0.00089,4.7264958269582304e-05,0
799,Elevator,3,Fashion,2018-10-15,Manufacturer_D,7417,9,2,2020-05-31,0.00148,0.03499266858705412,0
800,Automatic Door,2,Fashion,2020-09-01,Manufacturer_D,4112,5,0,2022-10-26,0.00122,6.68698407148698e-08,0
801,Escalator,3,Electronics,2019-10-31,Manufacturer_C,5841,3,2,2023-08-15,0.00086,0.033338169093774524,0
802,Escalator,3,Parking,2019-09-28,Manufacturer_B,938,6,1,2020-11-04,0.00746,4.2229993025308526e-05,0
803,Information Board,5,Food Court,2019-04-09,Manufacturer_C,7753,10,2,2019-05-01,0.00155,0.03535550450356947,0
804,Escalator,5,Fashion,2019-03-11,Manufacturer_A,9806,9,4,2022-07-22,0.00133,0.999947643188465,1
805,Water Fountain,4,Electronics,2019-02-26,Manufacturer_A,4651,5,5,2022-08-23,0.00215,0.9999999116995397,1
806,Information Board,1,Entertainment,2019-12-24,Manufacturer_B,5754,9,0,2022-09-25,0.00156,7.045659319918659e-08,0
807,Vending Machine,5,Electronics,2021-03-22,Manufacturer_A,5601,2,3,2023-04-01,0.00089,0.959859256421192,1
808,ATM,3,Parking,2021-05-16,Manufacturer_D,163,3,2,2021-11-26,0.03067,0.027981782645446013,0
809,ATM,2,Parking,2022-07-25,Manufacturer_C,3676,2,4,2023-02-04,0.00163,0.999936367229244,1
810,Automatic Door,4,Food Court,2019-09-30,Manufacturer_B,8212,9,1,2022-05-11,0.00122,5.3227748531322426e-05,0
811,Vending Machine,3,Electronics,2019-04-07,Manufacturer_A,5328,5,0,2020-02-28,0.00094,6.950796957336666e-08,0
812,Water Fountain,2,Entertainment,2020-09-20,Manufacturer_D,7498,7,2,2021-02-06,0.0012,0.03507980831549908,0
813,Automatic Door,4,Food Court,2022-09-28,Manufacturer_C,4397,9,1,2023-01-03,0.00227,4.714329844609582e-05,0
814,Water Fountain,4,Electronics,2021-03-23,Manufacturer_C,8670,4,0,2021-11-08,0.00046,7.730700101145355e-08,0
815,Water Fountain,2,Electronics,2022-09-14,Manufacturer_B,9735,10,1,2023-04-25,0.00113,5.5870659787202356e-05,0
816,Kiosk,1,Fashion,2022-04-24,Manufacturer_C,6896,8,5,2023-01-02,0.00189,0.9999999177873672,1
817,Automatic Door,5,Parking,2021-11-04,Manufacturer_A,2988,2,1,2022-10-28,0.001,4.507641991556204e-05,0
818,Vending Machine,5,Electronics,2023-08-27,Manufacturer_C,2564,5,4,2023-09-16,0.00351,0.9999340754851569,1
819,Escalator,1,Electronics,2022-12-29,Manufacturer_C,1362,7,2,2023-04-28,0.00661,0.029038382578743627,0
820,Automatic Door,1,Fashion,2020-02-06,Manufacturer_A,4971,4,2,2021-06-27,0.00121,0.03245745195464584,0
821,ATM,1,Food Court,2023-01-04,Manufacturer_C,5711,5,3,2023-07-18,0.0014,0.9599939012419115,1
822,Vending Machine,5,Food Court,2019-11-22,Manufacturer_C,4771,4,5,2021-03-08,0.00189,0.9999999120360656,1
823,Kiosk,3,Entertainment,2020-05-16,Manufacturer_D,4567,0,1,2023-09-01,0.00022,4.739899589561802e-05,0
824,Escalator,3,Parking,2023-05-07,Manufacturer_A,9810,6,5,2023-08-29,0.00112,0.9999999250677095,1
825,Kiosk,2,Parking,2023-01-04,Manufacturer_C,4912,8,5,2023-01-20,0.00265,0.9999999124298448,1
826,Elevator,5,Parking,2022-06-15,Manufacturer_C,4531,9,2,2022-07-31,0.00243,0.03202063507380413,0
827,Automatic Door,2,Entertainment,2022-06-24,Manufacturer_A,8884,4,4,2023-04-10,0.0009,0.9999460844620047,1
828,Kiosk,3,Fashion,2021-01-20,Manufacturer_D,587,4,4,2022-07-29,0.01363,0.999929795344226,1
829,Information Board,2,Food Court,2019-07-15,Manufacturer_C,7100,9,3,2020-04-05,0.00169,0.9616572737144365,1
830,Water Fountain,5,Electronics,2023-09-15,Manufacturer_C,9957,7,4,2023-09-16,0.0011,0.9999478941386313,1
831,Elevator,4,Fashion,2022-10-21,Manufacturer_D,9496,7,5,2023-06-15,0.00126,0.9999999243152675,1
832,Elevator,5,Parking,2023-05-31,Manufacturer_D,9251,2,4,2023-08-09,0.00065,0.9999467103929233,1
833,Escalator,5,Entertainment,2023-01-18,Manufacturer_B,9463,1,4,2023-07-21,0.00053,0.9999470686495945,1
834,Vending Machine,3,Fashion,2020-09-28,Manufacturer_C,1503,1,2,2023-06-08,0.002,0.029165151980769785,0
835,ATM,2,Entertainment,2023-05-08,Manufacturer_D,9332,10,1,2023-06-28,0.00118,5.515881355383697e-05,0
836,Water Fountain,1,Electronics,2023-06-20,Manufacturer_D,318,1,2,2023-07-16,0.00943,0.028116243467280297,0
837,Water Fountain,1,Entertainment,2023-01-04,Manufacturer_D,3194,1,1,2023-02-16,0.00063,4.5372851190502683e-05,0
838,Elevator,5,Entertainment,2021-04-06,Manufacturer_A,4702,2,3,2022-05-07,0.00106,0.9587424533859049,1
839,Information Board,1,Food Court,2020-10-20,Manufacturer_C,9187,3,3,2022-02-18,0.00065,0.9640322498210901,1
840,Information Board,3,Food Court,2021-04-20,Manufacturer_D,7474,3,2,2023-04-02,0.00067,0.03505396735938083,0
841,Kiosk,1,Electronics,2021-09-22,Manufacturer_C,6104,9,0,2022-03-02,0.00147,7.12456589688065e-08,0
842,Elevator,1,Food Court,2019-11-04,Manufacturer_D,6832,1,4,2021-06-17,0.00073,0.9999424467776421,1
843,Water Fountain,4,Fashion,2023-09-12,Manufacturer_D,1229,1,2,2023-09-15,0.00244,0.028919295772462515,0
844,Elevator,1,Entertainment,2023-07-19,Manufacturer_C,9153,4,5,2023-07-31,0.00098,0.9999999234846951,1
845,Automatic Door,5,Electronics,2023-03-21,Manufacturer_C,5101,8,4,2023-04-11,0.00235,0.999939187969756,1
846,ATM,4,Entertainment,2019-06-09,Manufacturer_A,7828,2,5,2020-08-25,0.00089,0.9999999201897015,1
847,Information Board,5,Entertainment,2021-06-04,Manufacturer_D,8781,0,0,2021-06-26,0.0,7.758053537391635e-08,0
848,Information Board,1,Fashion,2021-08-10,Manufacturer_D,5868,7,4,2022-07-20,0.00187,0.9999406541017698,1
849,Information Board,3,Electronics,2022-11-03,Manufacturer_B,4431,3,1,2023-08-10,0.0009,4.719432735206318e-05,0
850,Water Fountain,1,Parking,2019-12-08,Manufacturer_A,7425,9,2,2020-06-23,0.00148,0.03500126568737734,0
851,ATM,2,Electronics,2021-09-30,Manufacturer_C,360,2,5,2022-07-10,0.01944,0.9999998987810705,1
852,ATM,2,Electronics,2019-10-08,Manufacturer_C,5435,3,0,2022-08-28,0.00055,6.974503095758668e-08,0
853,Automatic Door,4,Fashion,2021-12-14,Manufacturer_B,3859,4,1,2022-05-18,0.0013,4.63431456316594e-05,0
854,Information Board,5,Food Court,2023-04-08,Manufacturer_D,7165,9,1,2023-09-16,0.0014,5.148373037536583e-05,0
855,Water Fountain,4,Parking,2019-04-26,Manufacturer_B,5953,8,1,2021-05-12,0.00151,4.953610048777259e-05,0
856,ATM,1,Electronics,2020-11-11,Manufacturer_B,1321,10,2,2021-06-09,0.00908,0.0290016209757469,0
857,Information Board,4,Fashion,2018-10-27,Manufacturer_A,9157,7,5,2022-08-20,0.00131,0.9999999234944333,1
858,ATM,5,Food Court,2020-08-07,Manufacturer_B,4155,8,2,2021-03-15,0.00241,0.031651864054559525,0
859,ATM,1,Entertainment,2020-12-07,Manufacturer_D,1409,4,1,2021-11-23,0.00355,4.286764651353045e-05,0
860,Automatic Door,1,Entertainment,2020-08-26,Manufacturer_B,9402,8,2,2022-09-15,0.00106,0.03718936105697361,0
861,Escalator,4,Fashion,2020-12-11,Manufacturer_C,5778,2,2,2022-06-03,0.00069,0.03327362543994426,0
862,Water Fountain,3,Fashion,2019-06-13,Manufacturer_C,6069,1,2,2023-02-03,0.00049,0.03357276748528927,0
863,Information Board,1,Food Court,2020-07-09,Manufacturer_A,1534,3,4,2021-11-17,0.00456,0.9999318791738352,1
864,Water Fountain,5,Entertainment,2022-01-23,Manufacturer_C,4758,9,3,2022-08-02,0.00252,0.9588128807320648,1
865,Vending Machine,4,Parking,2021-04-09,Manufacturer_B,5805,6,5,2023-05-24,0.00189,0.9999999148831676,1
866,Automatic Door,1,Entertainment,2022-12-24,Manufacturer_C,846,6,4,2023-02-09,0.01182,0.9999303715133544,1
867,Kiosk,4,Food Court,2022-09-15,Manufacturer_B,1762,8,4,2023-05-18,0.00681,0.9999323715690817,1
868,Elevator,2,Electronics,2022-01-28,Manufacturer_A,1209,10,1,2022-12-12,0.0091,4.259571292236377e-05,0
869,Vending Machine,4,Food Court,2022-11-27,Manufacturer_C,4978,10,0,2023-04-28,0.00201,6.873814920263516e-08,0
870,ATM,4,Electronics,2018-10-17,Manufacturer_D,9228,1,0,2022-01-10,0.00011,7.869189717657196e-08,0
871,Water Fountain,2,Parking,2019-02-15,Manufacturer_B,4824,9,2,2023-08-29,0.00228,0.032310878537483725,0
872,Kiosk,2,Parking,2023-09-03,Manufacturer_D,4972,9,1,2023-09-14,0.00201,4.801375880229869e-05,0
873,Escalator,3,Electronics,2020-06-11,Manufacturer_D,9799,0,4,2021-03-26,0.00041,0.9999476315257468,1
874,Information Board,4,Parking,2019-05-22,Manufacturer_D,6698,9,1,2019-07-02,0.00149,5.072437519465938e-05,0
875,Automatic Door,4,Entertainment,2023-01-28,Manufacturer_D,236,3,2,2023-07-16,0.02119,0.028045031375290828,0
876,Vending Machine,4,Entertainment,2018-10-18,Manufacturer_D,5218,4,2,2020-10-14,0.00115,0.03270518330198886,0
877,Kiosk,2,Fashion,2020-03-15,Manufacturer_D,8305,9,5,2022-09-24,0.00169,0.9999999213919342,1
878,Water Fountain,2,Entertainment,2022-09-14,Manufacturer_A,8092,7,2,2023-04-21,0.00111,0.03572525173954038,0
879,Kiosk,1,Parking,2021-06-17,Manufacturer_D,2911,0,2,2022-07-13,0.00069,0.030460839609832743,0
880,Water Fountain,2,Fashion,2019-06-13,Manufacturer_A,6653,4,1,2022-05-12,0.00075,5.0651798155712645e-05,0
881,Water Fountain,2,Entertainment,2021-08-08,Manufacturer_D,2218,8,4,2021-09-27,0.00541,0.9999333457085239,1
882,Kiosk,5,Food Court,2020-12-30,Manufacturer_C,1760,2,4,2023-08-08,0.00341,0.9999323672653352,1
883,Water Fountain,5,Entertainment,2019-06-26,Manufacturer_A,1073,1,1,2022-11-02,0.00186,4.241178404250125e-05,0
884,ATM,1,Food Court,2019-07-26,Manufacturer_C,9353,8,3,2020-07-17,0.00118,0.9642149553315928,1
885,Automatic Door,4,Parking,2022-03-07,Manufacturer_C,3493,0,5,2022-06-12,0.00143,0.9999999083851745,1
886,Water Fountain,2,Food Court,2021-06-28,Manufacturer_C,7510,5,1,2023-05-04,0.0008,5.205200129757372e-05,0
887,Water Fountain,1,Parking,2021-04-13,Manufacturer_A,2811,9,5,2021-12-26,0.00498,0.999999906375277,1
888,ATM,1,Entertainment,2022-03-11,Manufacturer_A,5863,8,1,2022-07-27,0.00154,4.939444804347691e-05,0
889,Automatic Door,1,Entertainment,2019-08-17,Manufacturer_C,2844,1,1,2021-04-25,0.0007,4.4870356577789806e-05,0
890,Elevator,1,Electronics,2021-06-24,Manufacturer_C,4184,6,1,2023-03-05,0.00167,4.6824870462963066e-05,0
891,Automatic Door,3,Fashion,2020-05-25,Manufacturer_D,7598,2,3,2023-08-08,0.00066,0.9622373177676636,1
892,Information Board,2,Electronics,2020-05-26,Manufacturer_C,6843,4,5,2021-03-02,0.00132,0.9999999176486011,1
893,ATM,1,Entertainment,2023-09-06,Manufacturer_A,6283,6,3,2023-09-15,0.00143,0.960687104792881,1
894,Information Board,2,Entertainment,2020-03-11,Manufacturer_D,3681,9,1,2021-03-06,0.00272,4.608141227234387e-05,0
895,Information Board,3,Fashion,2019-01-20,Manufacturer_B,1474,2,4,2020-09-13,0.00407,0.999931749001384,1
896,Information Board,1,Food Court,2022-07-26,Manufacturer_B,1700,2,5,2023-03-13,0.00412,0.9999999030062324,1
897,Information Board,5,Electronics,2019-02-12,Manufacturer_B,673,3,0,2020-02-20,0.00446,5.993846118258189e-08,0
898,Automatic Door,3,Fashion,2022-04-01,Manufacturer_B,8416,8,1,2022-04-23,0.00107,5.3574372230710765e-05,0
899,Vending Machine,4,Fashion,2020-03-29,Manufacturer_A,9180,2,4,2022-02-22,0.00065,0.9999465898695521,1
900,Escalator,1,Electronics,2022-07-14,Manufacturer_C,2519,3,2,2023-05-22,0.00198,0.03009460915425123,0
901,Automatic Door,2,Food Court,2023-01-08,Manufacturer_A,7222,0,4,2023-08-21,0.00055,0.9999431565523209,1
902,Vending Machine,5,Electronics,2020-07-27,Manufacturer_C,8969,3,3,2021-11-23,0.00067,0.9637909468275611,1
903,Water Fountain,1,Parking,2021-09-04,Manufacturer_C,2642,10,4,2023-04-13,0.0053,0.9999342388945676,1
904,Automatic Door,5,Electronics,2020-01-02,Manufacturer_C,6778,8,4,2020-01-07,0.00177,0.9999423478051598,1
